Case.Number,Time,Date,Location,Accident.Type,Tickets
B7-070606,2017-08-10T10:24:00Z,2017-08-10T05:00:00Z,R bet N 33 and N 34,NA,NA
B7-070609,2017-08-10T00:00:00Z,2017-08-10T05:00:00Z,at 3883 NORMAL BLVD,H&R,NA
B7-070611,2017-08-10T10:43:00Z,2017-08-10T05:00:00Z,S 70 bet S WEDGEWOOD and TETON,INJURY,B7-070611
B7-070629,2017-08-10T11:50:00Z,2017-08-10T05:00:00Z,CORNHUSKER bet N 48 and SUPERIOR,NA,B7-070629
B7-070633,2017-08-10T11:30:00Z,2017-08-10T05:00:00Z,S 27 bet N and O,H&R,B7-070633
B7-070634,2017-08-10T12:00:00Z,2017-08-10T05:00:00Z,NW 48 at W KINGSLEY,INJURY,NA
B7-070637,2017-08-10T12:20:00Z,2017-08-10T05:00:00Z,S 70 bet NORMAL and HOLMES PARK RD,INJURY,B7-070637
B7-070642,2017-08-10T12:25:00Z,2017-08-10T05:00:00Z,1220 TURTLE CREEK RD,No report,NA
B7-070643,2017-08-10T00:00:00Z,2017-08-10T05:00:00Z,at 1256 S 26,H&R,NA
B7-070658,2017-08-10T13:00:00Z,2017-08-10T05:00:00Z,O bet 27 and 28,INJURY,B7-070658
B7-070689,2017-08-10T00:00:00Z,2017-08-10T05:00:00Z,SCHOOLHOUSE bet S 8 and CLEARVIEW,H&R,NA
B7-070701,2017-08-10T15:16:00Z,2017-08-10T05:00:00Z,S 38 at B,NA,NA
B7-070712,2017-08-10T15:47:00Z,2017-08-10T05:00:00Z,S 14 at K,NA,B7-070712
B7-070718,2017-08-10T16:00:00Z,2017-08-10T05:00:00Z,S 16 & S 17 at F & G,NA,B7-070718
B7-070722,2017-08-10T16:10:00Z,2017-08-10T05:00:00Z,SAUNDERS bet N 12 and N ANTELOPE VALL,NA,B7-070722
B7-070723,2017-08-10T16:13:00Z,2017-08-10T05:00:00Z,CVS PHARMACY @5611 S 27TH ST,No report,NA
B7-070725,2017-08-10T16:15:00Z,2017-08-10T05:00:00Z,S 18 at K,NA,B7-070725
B7-070728,2017-08-10T16:21:00Z,2017-08-10T05:00:00Z,N 14 at CORNHUSKER,INJURY,B7-070728
B7-070736,2017-08-10T16:45:00Z,2017-08-10T05:00:00Z,E at S 23,NA,B7-070736
B7-070738,2017-08-10T00:00:00Z,2017-08-10T05:00:00Z,N 45 & N 46 at ADAMS & CLEVELAN,H&R,NA
B7-070745,2017-08-10T17:15:00Z,2017-08-10T05:00:00Z,CAPITOL PKWY W bet S FOLSOM and HOMESTEAD,NA,B7-070745
B7-070756,2017-08-10T17:34:00Z,2017-08-10T05:00:00Z,YANKEE HILL at S 14,NA,B7-070756
B7-070770,2017-08-10T18:20:00Z,2017-08-10T05:00:00Z,MENARDS @3500 N 27TH ST,No report,NA
B7-070784,2017-08-10T17:00:00Z,2017-08-10T05:00:00Z,CLAREMONT bet N 12 and N 14,No report,B7-070784
B7-070788,2017-08-10T19:05:00Z,2017-08-10T05:00:00Z,O bet 46 and 48,NA,B7-070788
B7-070795,2017-08-10T19:25:00Z,2017-08-10T05:00:00Z,CORNHUSKER bet I 180 and N 1,INJURY,B7-070795
B7-070798,2017-08-10T19:32:00Z,2017-08-10T05:00:00Z,N 26 bet ORCHARD and Y,NA,B7-070798
B7-070853,2017-08-10T23:10:00Z,2017-08-10T05:00:00Z,B bet S 17 and S 18,NA,NA
B7-070872,2017-08-11T00:44:00Z,2017-08-11T05:00:00Z,9TH ST / N ST ; NEC,No report,NA
B7-070914,2017-08-11T06:15:00Z,2017-08-11T05:00:00Z,N 70 at HAVELOCK,INJURY,B7-070914
B7-070917,2017-08-11T06:49:00Z,2017-08-11T05:00:00Z,GATEWAY MANOR BLDG 1 @225 N 56TH ST ; IN FRO,NA,NA
B7-070929,2017-08-11T08:01:00Z,2017-08-11T05:00:00Z,OREGON bet NW 1 and NW 2,NA,B7-070929
B7-070945,2017-08-11T09:00:00Z,2017-08-11T05:00:00Z,SUPERIOR bet INDUSTRIAL and N 27,NA,NA
B7-070950,2017-08-11T09:17:00Z,2017-08-11T05:00:00Z,W VAN DORN at FOLSOM CONNECTOR,INJURY,B7-070950
B7-070952,2017-08-11T10:49:00Z,2017-08-11T05:00:00Z,SALT CREEK RDWY bet N 14 and N ANTELOPE VALL,NA,B7-070952
B7-070954,2017-08-11T09:30:00Z,2017-08-11T05:00:00Z,S 9 bet K and L,NA,NA
B7-070964,2017-08-11T00:00:00Z,2017-08-11T05:00:00Z,6501 N 28 at PARKING LOT,H&R,NA
B7-070966,2017-08-11T09:56:00Z,2017-08-11T05:00:00Z,S 9 bet B and C,NA,B7-070966
B7-070969,2017-08-11T10:12:00Z,2017-08-11T05:00:00Z,S FOLSOM bet W D and W E,INJURY,B7-070969
B7-070982,2017-08-11T00:00:00Z,2017-08-11T05:00:00Z,N 24 bet DUDLEY and ORCHARD,H&R,NA
B7-070987,2017-08-11T10:58:00Z,2017-08-11T05:00:00Z,2400 N 49TH ST,No report,NA
B7-070988,2017-08-11T00:00:00Z,2017-08-11T05:00:00Z,at 1111 Q,H&R,NA
B7-070992,2017-08-11T11:10:00Z,2017-08-11T05:00:00Z,S 40 bet LAKE and NORMAL,NA,B7-070992
B7-070993,2017-08-11T11:16:00Z,2017-08-11T05:00:00Z,S 56 at PIONEERS,INJURY,B7-070993
B7-071019,2017-08-11T00:00:00Z,2017-08-11T05:00:00Z,at 4700 N 27,H&R,NA
B7-071026,2017-08-11T12:52:00Z,2017-08-11T05:00:00Z,SUB N 27TH @1501 N 27TH ST,NA,NA
B7-071042,2017-08-11T14:05:00Z,2017-08-11T05:00:00Z,PENNSYLVANIA bet N 1 and N 7,INJURY,B7-071042
B7-071062,2017-08-11T00:00:00Z,2017-08-11T05:00:00Z,N 24 bet DUDLEY and HOLDREGE,H&R,NA
B7-071065,2017-08-11T15:23:00Z,2017-08-11T05:00:00Z,10TH ST / K ST ; NEC PARKING LOT,No report,NA
B7-071072,2017-08-11T00:00:00Z,2017-08-11T05:00:00Z,at 5130 N 27,H&R,NA
B7-071080,2017-08-11T15:35:00Z,2017-08-11T05:00:00Z,S 9 at PEACH,NA,B7-071080
B7-071081,2017-08-11T15:40:00Z,2017-08-11T05:00:00Z,N 27 bet FAIRFIELD and OLD DAIRY RD,NA,B7-071081
B7-071083,2017-08-11T15:47:00Z,2017-08-11T05:00:00Z,S 9 bet B and C,NA,B7-071083
B7-071085,2017-08-11T15:53:00Z,2017-08-11T05:00:00Z,ADAMS bet N 44 and N 45,INJURY,B7-071085
B7-071086,2017-08-11T11:45:00Z,2017-08-11T05:00:00Z,at 801 S 27,NA,NA
B7-071104,2017-08-11T15:45:00Z,2017-08-11T05:00:00Z,N 27 bet FAIRFIELD and OLD DAIRY RD,INJURY,B7-071104
B7-071117,2017-08-11T17:20:00Z,2017-08-11T05:00:00Z,S 16 at L,INJURY,B7-071117
B7-071119,2017-08-11T17:17:00Z,2017-08-11T05:00:00Z,S 10 bet HIGH and VAN DORN,NA,NA
B7-071121,2017-08-11T17:10:00Z,2017-08-11T05:00:00Z,N 70 bet BALLARD and HAVELOCK,INJURY,B7-071121
B7-071129,2017-08-11T17:42:00Z,2017-08-11T05:00:00Z,S 12 bet A and WASHINGTON,NA,B7-071129
B7-071131,2017-08-11T17:51:00Z,2017-08-11T05:00:00Z,OLD CHENEY bet S 18 and ROLLING HILLS,NA,NA
B7-071134,2017-08-11T17:57:00Z,2017-08-11T05:00:00Z,STA 14 @5435 NW 1ST ST,No report,NA
B7-071137,2017-08-11T18:08:00Z,2017-08-11T05:00:00Z,OLD CHENEY bet WARLICK and S 14,NA,B7-071137
B7-071142,2017-08-11T18:16:00Z,2017-08-11T05:00:00Z,N 27 bet FAIRFIELD and OLD DAIRY RD,INJURY,B7-071142
B7-071150,2017-08-11T18:11:00Z,2017-08-11T05:00:00Z,OLD CHENEY bet S 16 and S 18,NA,B7-071150
B7-071152,2017-08-11T18:31:00Z,2017-08-11T05:00:00Z,9TH ST / P ST ; JW IN FRONT OF OLD CHICAGO,No report,NA
B7-071156,2017-08-11T18:44:00Z,2017-08-11T05:00:00Z,S 10 at VAN DORN,INJURY,B7-071156
B7-071165,2017-08-11T19:02:00Z,2017-08-11T05:00:00Z,S 9 at SOUTH,INJURY,B7-071165
B7-071167,2017-08-11T19:17:00Z,2017-08-11T05:00:00Z,SOUTH at SHERIDAN,INJURY,B7-071167
B7-071175,2017-08-11T19:54:00Z,2017-08-11T05:00:00Z,N 9 at NEW HAMPSHIRE,INJURY    H&R,B7-071175
B7-071179,2017-08-11T20:00:00Z,2017-08-11T05:00:00Z,S 27 bet EVERETT and GARFIELD,NA,B7-071179
B7-071186,2017-08-11T20:19:00Z,2017-08-11T05:00:00Z,NW 48TH ST / W O ST ; INTERSECTION,NA,NA
B7-071231,2017-08-11T21:40:00Z,2017-08-11T05:00:00Z,CAPITOL PKWY bet J and S 21,H&R,NA
B7-071252,2017-08-11T22:40:00Z,2017-08-11T05:00:00Z,S 70 bet HOLMES PARK RD and PIONEER WOODS DR,NA,B7-071252
B7-071261,2017-08-11T23:11:00Z,2017-08-11T05:00:00Z,S 15 at A,H&R,B7-071261
B7-071277,2017-08-12T00:01:00Z,2017-08-12T05:00:00Z,at 2330 N 1,H&R,NA
B7-071315,2017-08-12T00:00:00Z,2017-08-12T05:00:00Z,S 13 bet N and O,H&R,NA
B7-071382,2017-08-12T05:55:00Z,2017-08-12T05:00:00Z,W O bet W 44 and W 48,NA,NA
B7-071383,2017-08-12T06:00:00Z,2017-08-12T05:00:00Z,at 4800 W O,H&R,NA
B7-071387,2017-08-12T06:00:00Z,2017-08-12T05:00:00Z,4800 W O at PARKING LOT,NA,NA
B7-071402,2017-08-12T08:00:00Z,2017-08-12T05:00:00Z,TOUZALIN at SEWARD,NA,B7-071402
B7-071406,2017-08-12T08:58:00Z,2017-08-12T05:00:00Z,DIALYSIS CTR OF LINC @7910 O ST,No report,NA
B7-071429,2017-08-12T10:35:00Z,2017-08-12T05:00:00Z,TOUZALIN bet JUDSON and KNOX,INJURY,B7-071429
B7-071433,2017-08-12T10:54:00Z,2017-08-12T05:00:00Z,HAVELOCK bet CORNHUSKER and TOUZALIN,INJURY,B7-071433
B7-071437,2017-08-12T11:15:00Z,2017-08-12T05:00:00Z,N 14 at SUPERIOR,NA,B7-071437
B7-071445,2017-08-12T11:30:00Z,2017-08-12T05:00:00Z,O bet 25 and 26,INJURY,B7-071445
B7-071460,2017-08-12T00:00:00Z,2017-08-12T05:00:00Z,at UNKNOWN,H&R,NA
B7-071478,2017-08-12T13:10:00Z,2017-08-12T05:00:00Z,S 13 bet E and F,INJURY,B7-071478
B7-071485,2017-08-12T13:45:00Z,2017-08-12T05:00:00Z,S 9 bet HARRISON and HILL ST,NA,B7-071485
B7-071491,2017-08-12T14:20:00Z,2017-08-12T05:00:00Z,N 10 at P,INJURY,B7-071491
B7-071496,2017-08-12T00:00:00Z,2017-08-12T05:00:00Z,at UNKNOWN,H&R,NA
B7-071499,2017-08-12T14:48:00Z,2017-08-12T05:00:00Z,N 84 bet FREMONT and HAVELOCK,NA,B7-071499
B7-071504,2017-08-12T00:00:00Z,2017-08-12T05:00:00Z,at 4401 S 27,H&R,NA
B7-071515,2017-08-12T15:45:00Z,2017-08-12T05:00:00Z,N 14 at CORNHUSKER,INJURY,B7-071515
B7-071520,2017-08-12T15:45:00Z,2017-08-12T05:00:00Z,S 34 bet LAKE and SEWELL,NA,NA
B7-071523,2017-08-12T16:15:00Z,2017-08-12T05:00:00Z,N 27 bet FAIRFIELD and OLD DAIRY RD,NA,B7-071523
B7-071537,2017-08-12T16:45:00Z,2017-08-12T05:00:00Z,48 at O,H&R,NA
B7-071545,2017-08-12T17:41:00Z,2017-08-12T05:00:00Z,O at CENTENNIAL MALL,INJURY,B7-071545
B7-071549,2017-08-12T18:00:00Z,2017-08-12T05:00:00Z,N bet S 16 and S 17,INJURY    H&R,B7-071549
B7-071567,2017-08-12T18:52:00Z,2017-08-12T05:00:00Z,S 9 at L,NA,B7-071567
B7-071616,2017-08-12T21:46:00Z,2017-08-12T05:00:00Z,WINTHROP at PURITAN,INJURY,NA
B7-071626,2017-08-12T22:15:00Z,2017-08-12T05:00:00Z,MOHAWK bet S 35 and S 37,H&R,NA
B7-071627,2017-08-12T22:33:00Z,2017-08-12T05:00:00Z,O bet 66 and 68,NA,B7-071627
B7-071747,2017-08-13T08:35:00Z,2017-08-13T05:00:00Z,SW 38 bet W ROSE and W KEHN DR,INJURY,NA
B7-071757,2017-08-13T03:00:00Z,2017-08-13T05:00:00Z,ANDY DR bet MOHAVE DR and S 74,NA,B7-071757
B7-071761,2017-08-13T00:00:00Z,2017-08-13T05:00:00Z,N 7 bet Q and R,H&R,NA
B7-071763,2017-08-13T10:23:00Z,2017-08-13T05:00:00Z,S 23 at A,NA,B7-071763
B7-071772,2017-08-13T11:05:00Z,2017-08-13T05:00:00Z,S 24 at VAN DORN,NA,B7-071772
B7-071789,2017-08-13T12:10:00Z,2017-08-13T05:00:00Z,S 27 bet J and K,NA,B7-071789
B7-071793,2017-08-13T12:20:00Z,2017-08-13T05:00:00Z,S 50 at L,NA,B7-071793
B7-071808,2017-08-13T13:30:00Z,2017-08-13T05:00:00Z,S 56 bet MELROSE and PAWNEE,NA,B7-071808
B7-071812,2017-08-13T14:19:00Z,2017-08-13T05:00:00Z,N 9 at PINNACLE ARENA,INJURY,B7-071812
B7-071852,2017-08-13T16:35:00Z,2017-08-13T05:00:00Z,S 14 & GOODHUE at B & C,NA,NA
B7-071855,2017-08-13T17:08:00Z,2017-08-13T05:00:00Z,VAN DORN bet S 10 and S 9,NA,B7-071855
B7-071867,2017-08-13T18:00:00Z,2017-08-13T05:00:00Z,13TH ST / F ST ; WB JE,No report,NA
B7-071871,2017-08-13T18:25:00Z,2017-08-13T05:00:00Z,NORMAL bet PARK CREST and VAN DORN,H&R,NA
B7-071898,2017-08-13T00:00:00Z,2017-08-13T05:00:00Z,W THATCHER bet NW 46 and NW 45,H&R,NA
B7-071942,2017-08-13T21:27:00Z,2017-08-13T05:00:00Z,S 27 bet EVERETT and WASHINGTON,H&R,NA
B7-071946,2017-08-13T21:40:00Z,2017-08-13T05:00:00Z,NEBR HWY bet S 33 and S 40,NA,NA
B7-071978,2017-08-13T23:11:00Z,2017-08-13T05:00:00Z,N 66 at VINE,NA,B7-071978
B7-072028,2017-08-14T00:00:00Z,2017-08-14T05:00:00Z,N 33 at CORNHUSKER,NA,B7-072028
B7-072030,2017-08-14T05:59:00Z,2017-08-14T05:00:00Z,S 9 at SOUTH,NA,B7-072030
B7-072039,2017-08-14T07:30:00Z,2017-08-14T05:00:00Z,S 11 at F,INJURY,B7-072039
B7-072041,2017-08-14T07:00:00Z,2017-08-14T05:00:00Z,S 27 bet OREILLY and STOCKWELL,INJURY,NA
B7-072045,2017-08-14T07:58:00Z,2017-08-14T05:00:00Z,S 27 bet E and F,INJURY,B7-072045
B7-072067,2017-08-14T09:43:00Z,2017-08-14T05:00:00Z,CORNHUSKER bet I 180 and N 1,H&R,B7-072067
B7-072080,2017-08-14T00:00:00Z,2017-08-14T05:00:00Z,2555 O ST at E Z GO,H&R,NA
B7-072081,2017-08-14T10:00:00Z,2017-08-14T05:00:00Z,at 6001 VILLAGE,NA,B7-072081
B7-072094,2017-08-14T11:36:00Z,2017-08-14T05:00:00Z,S 48 at ANTELOPE CREEK,INJURY,B7-072094
B7-072101,2017-08-14T11:59:00Z,2017-08-14T05:00:00Z,TALLGRASS PKWY at ASTER RD,INJURY,NA
B7-072107,2017-08-14T12:24:00Z,2017-08-14T05:00:00Z,40TH ST / OLD CHENEY RD ; JS,No report,NA
B7-072114,2017-08-14T12:56:00Z,2017-08-14T05:00:00Z,N 9 at PINNACLE ARENA,NA,B7-072114
B7-072123,2017-08-14T13:05:00Z,2017-08-14T05:00:00Z,S 40 bet CALVERT and CHAPIN,NA,B7-072123
B7-072125,2017-08-14T13:05:00Z,2017-08-14T05:00:00Z,N 14 at BENTON,NA,NA
B7-072129,2017-08-14T13:26:00Z,2017-08-14T05:00:00Z,S 47 bet LASALLE and SPRUCE,NA,B7-072129
B7-072134,2017-08-14T13:40:00Z,2017-08-14T05:00:00Z,WALKER bet N 68 and N 70,NA,B7-072134
B7-072138,2017-08-14T13:54:00Z,2017-08-14T05:00:00Z,HOLDREGE bet N 47 and N 48,INJURY,B7-072138
B7-072139,2017-08-14T13:55:00Z,2017-08-14T05:00:00Z,ADAMS bet N 13 and N 14,NA,B7-072139
B7-072146,2017-08-14T14:38:00Z,2017-08-14T05:00:00Z,84TH ST / S HAZELWOOD DR,No report,NA
B7-072159,2017-08-14T15:10:00Z,2017-08-14T05:00:00Z,S 12 at F,INJURY,B7-072159
B7-072167,2017-08-14T15:20:00Z,2017-08-14T05:00:00Z,at 3700 CORNHUSKER,NA,NA
B7-072169,2017-08-14T15:25:00Z,2017-08-14T05:00:00Z,S 56 bet MADALYN and PINE LAKE,NA,B7-072169
B7-072171,2017-08-14T14:25:00Z,2017-08-14T05:00:00Z,25 at O,INJURY,NA
B7-072172,2017-08-14T15:46:00Z,2017-08-14T05:00:00Z,N 11 bet BELMONT and CORNHUSKER,NA,NA
B7-072175,2017-08-14T15:45:00Z,2017-08-14T05:00:00Z,NEBR HWY at HIGH,NA,B7-072175
B7-072177,2017-08-14T15:48:00Z,2017-08-14T05:00:00Z,HOLDREGE bet N 68 and N 69,INJURY,B7-072177
B7-072186,2017-08-14T16:06:00Z,2017-08-14T05:00:00Z,S 17 at VAN DORN,INJURY,B7-072186
B7-072190,2017-08-14T16:10:00Z,2017-08-14T05:00:00Z,LEIGHTON bet N 54 and N 56,NA,B7-072190
B7-072194,2017-08-14T16:20:00Z,2017-08-14T05:00:00Z,TURTLE CREEK RD bet N 11 and N 14,NA,B7-072194
B7-072203,2017-08-14T16:33:00Z,2017-08-14T05:00:00Z,SUPERIOR bet I 180 and N 7,NA,NA
B7-072205,2017-08-14T16:48:00Z,2017-08-14T05:00:00Z,N ANTELOPE VALL bet O and P,INJURY,B7-072205
B7-072213,2017-08-14T17:17:00Z,2017-08-14T05:00:00Z,S 17 bet M and N,NA,B7-072213
B7-072219,2017-08-14T17:17:00Z,2017-08-14T05:00:00Z,W FLETCHER bet HWY 34 and N 1,INJURY,B7-072219
B7-072220,2017-08-14T17:20:00Z,2017-08-14T05:00:00Z,N 27 bet Q and R,NA,B7-072220
B7-072221,2017-08-14T17:25:00Z,2017-08-14T05:00:00Z,N 14 bet ELBA and IRVING,NA,B7-072221
B7-072241,2017-08-14T18:13:00Z,2017-08-14T05:00:00Z,N 48 bet CORNHUSKER and PROGRESSIVE,NA,B7-072241
B7-072242,2017-08-14T17:50:00Z,2017-08-14T05:00:00Z,PIONEERS bet PAGODA and S 84,NA,B7-072242
B7-072245,2017-08-14T18:10:00Z,2017-08-14T05:00:00Z,N 59 bet HOLDREGE and TANGEMAN,H&R,NA
B7-072258,2017-08-14T18:40:00Z,2017-08-14T05:00:00Z,S 48 bet HIGH and PAWNEE,INJURY,B7-072258
B7-072265,2017-08-14T18:35:00Z,2017-08-14T05:00:00Z,NEBR HWY bet S 48 and S 56,H&R,NA
B7-072274,2017-08-14T19:25:00Z,2017-08-14T05:00:00Z,N 70 bet EASTBOROUGH and P,INJURY,B7-072274
B7-072329,2017-08-14T14:00:00Z,2017-08-14T05:00:00Z,PORTER RIDGE bet S 27 and S 28,H&R,B7-072329
B7-072341,2017-08-14T20:40:00Z,2017-08-14T05:00:00Z,N 70 bet KEARNEY and LOGAN,H&R,NA
B7-072378,2017-08-15T07:30:00Z,2017-08-15T05:00:00Z,SUPERIOR bet LEWIS and N 14,NA,B7-072378
B7-072425,2017-08-15T10:55:00Z,2017-08-15T05:00:00Z,SOUTH bet BRADFIELD and S 27,NA,B7-072425
B7-072434,2017-08-15T11:10:00Z,2017-08-15T05:00:00Z,CLEVELAND bet N 59 and N 60,NA,B7-072434
B7-072441,2017-08-15T11:21:00Z,2017-08-15T05:00:00Z,140 S 27TH ST ; ALLEY BEHIND,No report,NA
B7-072444,2017-08-15T11:10:00Z,2017-08-15T05:00:00Z,O bet 68 and 70,NA,B7-072444
B7-072454,2017-08-15T20:00:00Z,2017-08-15T05:00:00Z,MEREDETH bet S 51 and S 52,NA,B7-072454
B7-072466,2017-08-15T00:00:00Z,2017-08-15T05:00:00Z,A bet S 23 and S 24,H&R,NA
B7-072482,2017-08-15T13:51:00Z,2017-08-15T05:00:00Z,44 at O,INJURY,B7-072482
B7-072485,2017-08-15T00:00:00Z,2017-08-15T05:00:00Z,at UNKNOWN,H&R,NA
B7-072488,2017-08-15T14:23:00Z,2017-08-15T05:00:00Z,S 70 at A,NA,B7-072488
B7-072505,2017-08-15T15:13:00Z,2017-08-15T05:00:00Z,NORMAL bet S 47 and S 48,NA,B7-072505
B7-072530,2017-08-15T16:22:00Z,2017-08-15T05:00:00Z,S 27 at N,H&R,NA
B7-072537,2017-08-15T16:44:00Z,2017-08-15T05:00:00Z,N 9 bet O and P,NA,B7-072537
B7-072557,2017-08-15T17:40:00Z,2017-08-15T05:00:00Z,LICOR @4647 SUPERIOR ST,No report,NA
B7-072563,2017-08-15T00:00:00Z,2017-08-15T05:00:00Z,at 233 N 48,H&R,NA
B7-072586,2017-08-15T18:50:00Z,2017-08-15T05:00:00Z,Q bet N 10 and N 9,NA,B7-072586
B7-072591,2017-08-15T19:05:00Z,2017-08-15T05:00:00Z,S 16 at PINE LAKE,INJURY,B7-072591
B7-072597,2017-08-15T19:07:00Z,2017-08-15T05:00:00Z,at 1624 SOUTH,H&R,B7-072597
B7-072614,2017-08-15T19:43:00Z,2017-08-15T05:00:00Z,SHOGUN RESTAURANT @3700 S 9TH ST,No report,NA
B7-072621,2017-08-15T20:50:00Z,2017-08-15T05:00:00Z,S 80 at OLD CHENEY,NA,B7-072621
B7-072702,2017-08-16T07:00:00Z,2017-08-16T05:00:00Z,SW 16 bet W GARFIELD and W SUMNER,INJURY,B7-072702
B7-072703,2017-08-16T07:14:00Z,2017-08-16T05:00:00Z,14TH ST / PINE LAKE RD ; JE WB,NA,NA
B7-072709,2017-08-16T07:49:00Z,2017-08-16T05:00:00Z,S 56 bet A and SUMNER,INJURY,B7-072709
B7-072710,2017-08-16T08:00:00Z,2017-08-16T05:00:00Z,S 18 bet C and D,NA,B7-072710
B7-072713,2017-08-16T07:50:00Z,2017-08-16T05:00:00Z,N 70 bet W and X,NA,NA
B7-072718,2017-08-16T08:26:00Z,2017-08-16T05:00:00Z,NW 12 bet W COMMERCE and W UPLAND,H&R,B7-072718
B7-072721,2017-08-16T08:30:00Z,2017-08-16T05:00:00Z,S 48 bet S COTNER and SUMNER,NA,B7-072721
B7-072723,2017-08-16T08:45:00Z,2017-08-16T05:00:00Z,CORNHUSKER bet I 180 and N 11,NA,B7-072723
B7-072726,2017-08-16T08:52:00Z,2017-08-16T05:00:00Z,S 40 bet FRANKLIN and SOUTH,NA,B7-072726
B7-072749,2017-08-16T10:45:00Z,2017-08-16T05:00:00Z,48TH ST / GARLAND ST,No report,NA
B7-072753,2017-08-16T11:00:00Z,2017-08-16T05:00:00Z,S 27 at STRATFORD,NA,B7-072753
B7-072759,2017-08-16T11:20:00Z,2017-08-16T05:00:00Z,348 S 25TH ST,No report,NA
B7-072765,2017-08-16T11:30:00Z,2017-08-16T05:00:00Z,TOUZALIN at LOGAN,INJURY,B7-072765
B7-072779,2017-08-16T12:23:00Z,2017-08-16T05:00:00Z,O bet 56 and COTNER,NA,B7-072779
B7-072780,2017-08-16T12:25:00Z,2017-08-16T05:00:00Z,A bet S 48 and S 49,H&R,NA
B7-072813,2017-08-16T00:00:00Z,2017-08-16T05:00:00Z,at 6211 S 53,H&R,NA
B7-072830,2017-08-16T15:20:00Z,2017-08-16T05:00:00Z,S 46 at PIONEERS,NA,B7-072830
B7-072844,2017-08-16T15:43:00Z,2017-08-16T05:00:00Z,NW 48 bet AIR PARK RD and W SUPERIOR,NA,B7-072844
B7-072848,2017-08-16T15:53:00Z,2017-08-16T05:00:00Z,MASON bet DODGE and N 21,H&R,NA
B7-072852,2017-08-16T16:20:00Z,2017-08-16T05:00:00Z,O bet 50 and 52,NA,B7-072852
B7-072874,2017-08-16T16:41:00Z,2017-08-16T05:00:00Z,LAMAR DONUTS @4240 S 48TH ST,No report,NA
B7-072879,2017-08-16T17:13:00Z,2017-08-16T05:00:00Z,O bet 11 and 12,NA,B7-072879
B7-072894,2017-08-16T17:20:00Z,2017-08-16T05:00:00Z,CAPITOL PKWY bet J and S 21,NA,B7-072894
B7-072915,2017-08-16T18:47:00Z,2017-08-16T05:00:00Z,S 16 at WASHINGTON,NA,NA
B7-072928,2017-08-16T19:35:00Z,2017-08-16T05:00:00Z,at 6005 O ST,NA,NA
B7-072936,2017-08-16T19:40:00Z,2017-08-16T05:00:00Z,S 6 & S 7 at C & D,INJURY,NA
B7-072954,2017-08-16T20:55:00Z,2017-08-16T05:00:00Z,S 14 bet WARLICK and OLD CHENEY,NA,B7-072954
B7-072961,2017-08-16T21:00:00Z,2017-08-16T05:00:00Z,S 61 bet NEWTON and NORMAL,H&R,NA
B7-072974,2017-08-16T21:40:00Z,2017-08-16T05:00:00Z,S 21 bet A and WASHINGTON,NA,B7-072974
B7-073043,2017-08-17T07:46:00Z,2017-08-17T05:00:00Z,CORNHUSKER bet N 33 and N 35,NA,B7-073043
B7-073044,2017-08-17T07:54:00Z,2017-08-17T05:00:00Z,A bet CHAUTAUQUA and S 33,NA,B7-073044
B7-073045,2017-08-17T08:00:00Z,2017-08-17T05:00:00Z,BRIDGER bet LARAMIE TR and NW 6,NA,B7-073045
B7-073059,2017-08-17T09:20:00Z,2017-08-17T05:00:00Z,NORMAL bet S 56 and S 58,NA,B7-073059
B7-073063,2017-08-17T09:32:00Z,2017-08-17T05:00:00Z,N 33 at VINE,INJURY,B7-073063
B7-073067,2017-08-17T09:55:00Z,2017-08-17T05:00:00Z,N ANTELOPE VALL bet MILITARY and SALT CREEK RD,NA,B7-073067
B7-073070,2017-08-17T09:50:00Z,2017-08-17T05:00:00Z,at 3001 S 51,INJURY,NA
B7-073114,2017-08-17T12:01:00Z,2017-08-17T05:00:00Z,S 40 at SWEETBRIAR,NA,B7-073114
B7-073116,2017-08-17T00:00:00Z,2017-08-17T05:00:00Z,at UNKNOWN,H&R,NA
B7-073140,2017-08-17T13:48:00Z,2017-08-17T05:00:00Z,N COTNER bet X and Y,NA,B7-073140
B7-073170,2017-08-17T15:20:00Z,2017-08-17T05:00:00Z,S 40 bet HIGH and PAWNEE,NA,B7-073170
B7-073177,2017-08-17T15:25:00Z,2017-08-17T05:00:00Z,VINE bet N 29 and N 30,NA,B7-073177
B7-073186,2017-08-17T00:00:00Z,2017-08-17T05:00:00Z,DODGE bet MASON and N 23,H&R,NA
B7-073192,2017-08-17T16:09:00Z,2017-08-17T05:00:00Z,28TH ST / SOUTH ST,NA,NA
B7-073194,2017-08-17T16:01:00Z,2017-08-17T05:00:00Z,CORNHUSKER bet N 31 and STATE FAIR PARK,NA,B7-073194
B7-073196,2017-08-17T16:10:00Z,2017-08-17T05:00:00Z,O bet 33 and 34,H&R,NA
B7-073212,2017-08-17T17:09:00Z,2017-08-17T05:00:00Z,S 33 bet M and N,NA,B7-073212
B7-073218,2017-08-17T17:18:00Z,2017-08-17T05:00:00Z,S 84 at CHERRY HILL,INJURY,NA
B7-073220,2017-08-17T17:22:00Z,2017-08-17T05:00:00Z,N 48 at MADISON,NA,B7-073220
B7-073263,2017-08-17T19:25:00Z,2017-08-17T05:00:00Z,SW 18 bet W SEWELL and W JEAN,H&R,B7-073263
